 Farzana, , Interest in Politics-Master in International Relation and Math ..Math lecturer,FALSE,2022-05-18 15:58:48+00:00,ptiofficial we love,positive,pti
 Mir H, Baramula Jammu And Kashmir, kashmiri,FALSE,2022-05-18 15:58:47+00:00,fawadchaudhry people were talking negative about you that when imran khan will be ousted fawad chaudry will change the party but the way you stood with imran khan and pakistan is commendable and should be appreciated and lauded respect for you in my heart has risen immensely,positive,pti
 SAREER AHMAD, Pakistan, ,FALSE,2022-05-18 15:58:35+00:00,ikramsadozai00 fayafaiza7 great leader imran khan we stand with imran khan inshallah he will comeback soon with more power,positive,pti
 SAREER AHMAD, Pakistan, ,FALSE,2022-05-18 15:58:21+00:00,jooookeeeerrrr fayafaiza7 great leader imran khan we stand with imran khan inshallah he will comeback soon with more power,positive,pti
 Rajput Nave Ali, Islamabad Pakistan, ,FALSE,2022-05-18 15:58:07+00:00,haniabatool9 only imran riaz khan,positive,pti
 , Karachi Pakistan, ,FALSE,2022-05-18 15:57:58+00:00,arrest psychopath imran khan and his morons like ch fawad sheeda gill and the chikna taliban alamgir fixit gutter ka dhakkan,negative,pti
 VOOP, New York USA, Voice of Overseas Pakistanis,FALSE,2022-05-18 15:57:56+00:00,shehbaz shareef don,positive,pmln
 A Khan, , ,FALSE,2022-05-18 15:57:53+00:00,big win of imran khan in supreme court article 63a pti hamza shahbazs,positive,pti
 SAREER AHMAD, Pakistan, ,FALSE,2022-05-18 15:57:37+00:00,aajkamrankhan shireenmazari1 great leader imran khan we stand with imran khan inshallah he will comeback soon with more power,positive,pti
 Mudassir Khattak, Rawalpindi Pakistan, Optimist |Medical technician |imranism  |Foodie | XPUBGian | poetry lover |Lala Fan (23sep2020,FALSE,2022-05-18 15:57:27+00:00,in the previous 35 years imran khan didnt say a single word of maryam safdar name in any sort of satuation on the other hand maryam safdar every speech start with imran khan &amp end up with imran khan,neutral,pmln
 Fayaz M Yousuf, , Nothing,FALSE,2022-05-18 15:57:26+00:00,colimran1 no doubt imran khan government was doing well,positive,pti
 Rana Saad, Pakistan, Old Account Suspended,FALSE,2022-05-18 15:57:09+00:00,gujranwala was considered the stronghold of pml-n,neutral,pmln
 Ghulami Nahi Azadi, Pakistan, I Love Pakistan....,FALSE,2022-05-18 15:56:58+00:00,shahzadgill202 insha allah ho jay ga we are with our imran khan,positive,pti
 Muhammad waqas, Pakistan, I,FALSE,2022-05-18 15:56:54+00:00,maryamnsharif shame on u chorni gujranwala won by imran khan,neutral,pmln
 Ahsan Iqbal, Rawalpindi Pakistan, Ahsan Iqbal from Rawalpindi Pakistan.,FALSE,2022-05-18 15:56:27+00:00,ladies &amp gentlemen the last rites of pmln were offered in gujranwalajalsa today in the heart of population center previously regarded as stronghold of noon league imran khans pti has proved to become a dominating force,positive,pti
 Iftikhar Durrani, Islamabad, PhD in Public Policy.Former Special Assistant to PM Imran Khan on Media. Member of Imran Khan,FALSE,2022-05-18 15:56:21+00:00,gujranwala has given its verdict only imran khan,positive,pti
 Sana Shahzad Malik, , Analystcontent writer linguistic member of utopian society,FALSE,2022-05-18 15:56:19+00:00,power of allah to show strength of imran khan mashaallah gujranwala is filled with massive crowd highestsecurityforik,positive,pti
 Dunya News, Pakistan, Khabar Ki Dunya,TRUE,2022-05-18 15:56:12+00:00,will give call for long march on friday says imran khan,positive,pti
 Khan, Houston, ,FALSE,2022-05-18 15:55:42+00:00,imrankhanpti ecp is openly supporting every illegal move of nawaz league ur call for isb must include protest against ecp sikandar sultan enough of these cronies,negative,pmln
 Anas khan, , anas khan,FALSE,2022-05-18 15:55:21+00:00,success is not finalfailure is not fatalit is the courage to continue that,positive,pti
 HABIB.LOAF@GMAIL.COM, , ,FALSE,2022-05-18 15:55:09+00:00,imran khans masterstroke victory is insight now** neutralnawaz new p,positive,pti
 R. , Punjab Pakistan, Why chase you? When Im the catch. ,FALSE,2022-05-18 15:55:09+00:00,on the off chance that institutions agree with your stance then they are not one-sided &amp in the event that they give a decision against you you betray them rude immoral and hypocritical man imran khan is spreading chaos &amp fight between pakistani citizens,negative,pti
 Islamic Wills Trust, United States, We provide Islamic Will writing service to Muslims who wish to leave their estates in accordance with Islamic law. carefully written to ensure that in the event,FALSE,2022-05-18 15:55:03+00:00,c0l0rist may allah bless you and protect you and imran khan pakistan zinda bad,positive,pti
 Abdur Rehman, Sydney New South Wales, Overseas Pakistani ,FALSE,2022-05-18 15:55:01+00:00,this is the pinnacle of imran khans political career sometimes it is necessary to fall before you rise what a remarkable comeback imran khan the leader,positive,pti
 Dr.Ayaz PTI, , ,FALSE,2022-05-18 15:54:50+00:00,arifretd chaudhryanjum1 a huge massive crowd came out at gujranwala jalssa,positive,pti
 Imran Khan, , Imran khan,FALSE,2022-05-18 15:54:36+00:00,imranriazfanz mera heero imran riaz khan zindabad haq or such ky sath hyimported government unacceptable,positive,pti
 Samar Tahir, Karachi Pakistan, Social media activist ,FALSE,2022-05-18 15:54:30+00:00,this is the pinnacle of imran khans political career sometimes it is necessary to fall before you rise what a remarkable comeback imrankhanpti,positive,pti
 Sajjad Khan, , ,FALSE,2022-05-18 15:54:26+00:00,imrankhanpti i love,positive,pti
 Gumnaam Youthea , Ann Arbor MI, One should never forget his/her real Auqaat,FALSE,2022-05-18 15:54:25+00:00,imran khans masterstroke victory is insight now** neutralnawaz new p,positive,pti
 VOOP, New York USA, Voice of Overseas Pakistanis,FALSE,2022-05-18 15:54:24+00:00,i am calling you to islamabad for two things to defeat the american conspiracy and the country,positive,pti
 Nayyar I, ," I am a diehard fan of Prime Minister Imran Khan as he has reincarnated the Pakistanis as ""One Nation"" I stand with his Integrity steadfastness and courage",FALSE,2022-05-18 15:54:08+00:00,this statement of prime minister imran khan tells us that the whole nation supports him and stands besides him,positive,pti
 Zia ul haq, , Working in PSX,FALSE,2022-05-18 15:53:58+00:00,fawadchaudhry i love imran khan,positive,pti
 Adv Raqib Cheema, , Lawyer Government employee businessman political worker,FALSE,2022-05-18 15:53:58+00:00,6% gdp growth in 2022 after a 571% growth in 2021 is a slap in the face of pdm who called us selected and incompetent such performance after covid is spectacular bravo leadership of prime minister imran khan and the pti economic team pdm now try to match our performance,positive,pti
 Rao Arslan Ahmad, Pakistan, ,FALSE,2022-05-18 15:53:51+00:00,this is the pinnacle of imran khans political career sometimes it is necessary to fall before you rise what a remarkable comeback captain imrankhanpti,positive,pti
 Aayiz Sheikh.., , Male,FALSE,2022-05-18 15:53:45+00:00,the leader imran khan may allah bless you,positive,pti
 Mubashir Mahboo , , ,FALSE,2022-05-18 15:53:35+00:00,see table below pakistan under ik govt was growing steadily and now this economic meltdown reason powerful quarters called for an abrupt end to imran khan term in office now the nation is paying for miscalculation time to fix mistakes or the chief architect must go home,positive,pti
 Naveed ur rehman Khan, Mississauga Ontario, Naveed khan.Canada,FALSE,2022-05-18 15:53:32+00:00,maryamnsharif saniaaashiq imran khan zindabad,positive,pti
 Antidote, , Dazed & confused may be stoned.,FALSE,2022-05-18 15:53:30+00:00,yes bt who governed pak the most? the people who are in power now but imran khan must have done everything in his 4 yr like a superman because he said so before ge &amp this doesnt apply on pdm they are immune to performance but still this lot supports pdm,positive,pti
 Hanif Memon, Karachi - , businessman - my views always neutral- Islam teaches Peace and Equal Civil Rights for all - Wish for Secured Educated Civilised Pakistan.,FALSE,2022-05-18 15:53:19+00:00,soonest imran khan is back insha allah economy will recover and will be better than before - this govt is ruining pakistan and miftah is totally incompetent- allah is with ik and so is the world - sooner the better pti back in power,positive,pti
 M.K., Dubai United Arab Emirates, Founder & C.E.O. DIGNITY GROUP OF COMPANIES,FALSE,2022-05-18 15:52:55+00:00,imranaraja1 imrankhanpti i request to all pakistanis that please dont let go down this trend because this trend is huge strength of imran khan he is doing his best &amp we do our best inshaallah we will bring him back after a short break with 100% majority,positive,pti
 Major Tahir Zaman Raja Rtd Ex SSG, Rawalpindi Pakistan, President Pakistan Ex Service Men Society PESS Rawalpindi @ex_pess,FALSE,2022-05-18 15:52:53+00:00,we support pm imran khan,positive,pti
 Shujaat, , ,FALSE,2022-05-18 15:52:27+00:00,7860 imran riaz khan is my favourite,positive,pti
 VOOP, New York USA, Voice of Overseas Pakistanis,FALSE,2022-05-18 15:52:14+00:00,this is not politics this is a revolution,positive,pti
 Nasir, , Businessman by profession. But I want to be an advisor to the people at different situation with logics and facts . Twitter is the best platform for this.,FALSE,2022-05-18 15:52:04+00:00,imran khan these days imrankhanpti gujranwalajalsa,positive,pti
 Muhammad Ahsan Qaisrani, Pakistan, dr. kaptan ka khilari,FALSE,2022-05-18 15:51:52+00:00,haniabatool9 how can you even dare to compare this hamid mir jafar with our hero imran riaz khan?,positive,pti
 Momibot Qazibot v 2.0, Jeddah - Lahore, |Certified Scuba Diver| Gold Medalist| Adrenaline Junkie| Mild Prankster| Amateur Painter|,FALSE,2022-05-18 15:51:48+00:00,i dont know why i feel as soon imran khan clean sweeps the elections maryamchorni and her tubbar will the back door exit and escape and we will have to wait till qiyamat for the justice we need,positive,pti
 M Babar, ," Beggars cant be leaders""",FALSE,2022-05-18 15:51:46+00:00,next pm imran khan inshallah with clear 2/3majority,positive,pti
 Haleema, , ,FALSE,2022-05-18 15:51:27+00:00,zubairniazipti ptiofficial even children are with imran khan who can stop him now,positive,pti
 usman ahmad, Gojra, ,FALSE,2022-05-18 15:51:27+00:00,nadeemmalik now the situation is this govt is demanding help like previous govt and if neutrals will not help them game is over,positive,pti
 Mehtab khan, , Theres nothing in Bio. Trying to be positive to everyone Pure Patriotic Love Pakistan ,FALSE,2022-05-18 15:51:09+00:00,i have never been a traitor i am not an informer i never betrayed my nation i am imran khan imrankhanpti,positive,pti
 Iqra Tarar, , MBA finance...jobless but postive thinker and multitalented..best freelancer...online worker....social worker...,FALSE,2022-05-18 15:51:01+00:00,aftabahy only one imran khan,positive,pti
 Alam Zaib Jadoon, Islamabad Pakistan, The key to success is to focus on goals not obstacles ,FALSE,2022-05-18 15:50:46+00:00,imran khan is the real establishment the state and the doctrine of pakistan,positive,pti
 The Olive, , ,FALSE,2022-05-18 15:50:40+00:00,salmanahmadmrwt people start planning that imran khan does not steal 2023 election,positive,pti
 Naveed Akhtar, Gujranwala Pakistan, ,FALSE,2022-05-18 15:50:35+00:00,imran khan has never been popular in lawyers associations &amp gujranwala these two pictures from today are telling us pakistan has changed ik is most popular and powerful person right now in pakistan its about time please realise and correct mistakes,positive,pti
 Saif Rahman, Milton Ontario, Electrical Engineer. Love living life to the fullest. Love playing cricket. Love outdoor activities.,FALSE,2022-05-18 15:50:31+00:00,this is a massive success of ik in terms of current political tensions ik is gathering massive support from bar association this is going to put huge pressure on sc may allah protect imran khan always genius move,positive,pti
 Ali, Punjab Pakistan, Social Media Activist,FALSE,2022-05-18 15:50:06+00:00,scenes before the arrival of imran khans lawyers convention held at aiwan-e-iqbal at the invitation of lahore bar association the involvement of lawyers in the real freedom movement is very important every department of thought in pakistan is demanding immediate elections,positive,pti
 Na Manzoor, , Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 15:50:03+00:00,thank you wasim sajjad from united arab emirates for your donation of,neutral,pti
 Maha, , At the moment: ImranKhan,FALSE,2022-05-18 15:50:01+00:00,the guys in red and some other seem to be protecting imran khans side of car by climbing on its sills despite the possibility of self-danger,neutral,pti
 Mahm A, United Kingdom," British born Muslim of Pakistani origin.  I think Ive become an insafian An idealist who believes in humanity honesty fairness justice and kindness.""",FALSE,2022-05-18 15:49:55+00:00,malhachimi imrankhanpti inshallah may allah bless you brother and may allah protect imran khan ameen,positive,pti
 Mueez Rajput, , ,FALSE,2022-05-18 15:49:52+00:00,we are with you khan,positive,pti
 adv kainat afridi , , LAWYER ,FALSE,2022-05-18 15:49:50+00:00,haroon5hahid no one can spech like imran khan dill jeet leta hai,positive,pti
 Antidote, , Dazed & confused may be stoned.,FALSE,2022-05-18 15:49:25+00:00,if the elections are fair and not rigged in favour of pml n &amp ppp just like 2018 and 2013 then imran khan will win with a landslide victory,positive,pti
 HABIB.LOAF@GMAIL.COM, , ,FALSE,2022-05-18 15:49:25+00:00,congrats imran khans celebration time &amp bilawal bhutto antony blinken,positive,pti
 Tania Pereira, , Iam an outspoken and honest person and I dislike liars.,FALSE,2022-05-18 15:49:24+00:00,ptiofficial imrankhanpti i salute imran khans courage to stand by the truth no matter what his determination to never lose hope till the last ball is bowled has been his strongest aspect,positive,pti
 COCOMO, Pakistan, Let me write what I wish to WriteNo dictations please,FALSE,2022-05-18 15:49:17+00:00,some pmln supporters are planning to throw eggs and other stuff on imran khan sahab,negative,pmln
 Syed Hamad, , I am good parson & see good parson,FALSE,2022-05-18 15:49:08+00:00,medelinenadal welcome &amp thanks spot imran khan all pakistan,positive,pti
 Ameer Muhammad, Islamabad Pakistan, three golden pearl,FALSE,2022-05-18 15:49:05+00:00,arynewsofficial popularity of imran khan and rating of ary hurting imported government badly,positive,pti
 Awais Mianawala, Lahore Pakistan, Mianawala2222,FALSE,2022-05-18 15:48:57+00:00,qasimkhansuri our cute leader khan imran khan just ny in dogs ko took k rapha hova hy,positive,pti
 Bobii (PTI, GujranwalaPunjabPakistan, I,FALSE,2022-05-18 15:48:56+00:00,imran khan is the real crowd puller,positive,pti
 Nadya Baig, , Limited Edition,FALSE,2022-05-18 15:48:30+00:00,imran khans jalsas are another level of challenge to beat for any of these parties or collective pdm back to backcrowd growing bigger and bigger the unmatched josh the connection and most importantlyall of that without any biryanislolll,positive,pti
 MNA, United Arab Emirates, || Hardcore Imranist || Anti Mullah || Happily Single,FALSE,2022-05-18 15:48:29+00:00,politically pakistan has defaulted someone planned no confidence motion against pm imran khan as one point agenda without realizing its consequences mazhar abbas,positive,pti
 M Arif, ," Im Pti and Imran Khan lover""",FALSE,2022-05-18 15:48:26+00:00,great leader imran khan zinda bad,positive,pti
 , Islamabad Pakistan, Pakistan tehreek-e-insaf,FALSE,2022-05-18 15:48:19+00:00,never under estemate the power of imrankhanpti,positive,pti
 Qadeer Khan, Korangi Pakistan, Student ,FALSE,2022-05-18 15:48:07+00:00,imran khan is the real crowd puller,positive,pti
 Aayiz Sheikh.., , Male,FALSE,2022-05-18 15:48:01+00:00,the leader imran khan may allah bless you,positive,pti
 kamal, , Current circumstances critic,FALSE,2022-05-18 15:48:00+00:00,bajiplease politics of imran khan is converting to a revolution and there is no doubt about it,positive,pti
 Haleema, , ,FALSE,2022-05-18 15:47:25+00:00,ptiofficial imrankhanpti imran khan we were will and always support you&lt3 we wont let these thieves rule our country importedhakumatnamanzoor behindyouskipperalways,positive,pti
 Noman Rajput , Dubai United Arab Emirates, ,FALSE,2022-05-18 15:47:20+00:00,this is the pinnacle of imran khans political career sometimes it is necessary to fall before you rise what a remarkable comeback,positive,pti
 , Pakistan, ,FALSE,2022-05-18 15:47:15+00:00,the passion that people have for imran khan is unbelievable,positive,pti
 ZOHO , , Engineer - Entrepreneur - Researcher - Think tank - Aam Admi - Insafian - Tweets without ENDORSED are Rts only. Imran Khan is my IDEOLOGY ,FALSE,2022-05-18 15:46:52+00:00,ghazaluk in a space she spewed so much intolerable hae against imran khan and non sense,negative,pmln
 Mahwish Zafar, , ,FALSE,2022-05-18 15:46:40+00:00,another flop show by imran khan how could ppl will come out on imran khans long march call,negative,pti
 Muhammad Imran, , Silent is the best answer for others,FALSE,2022-05-18 15:46:37+00:00,london imran khans supporter,positive,pti
 Zafarullah Khan, Manchester UK, Teach in English Quranic_Arabi_Free_of_Charge on Zoom. Love Politic/Psychology. Stand with Truth. Staunch supporter of Imran Khan. Tweets are pers/opinion.,FALSE,2022-05-18 15:46:35+00:00,what did nawaz sharif and ppp achieved in the last 30 years why this business cannot say openly that imran khan was in the right direction,positive,pti
 Ray, , I do not endorse retweet or be responsible for posting inappropriate content using sensitive hashtags or tagging any institution in response to my tweets.,FALSE,2022-05-18 15:46:34+00:00,independent businessmen and economists are views about the economic performance of imran khans government pakistans economy was heading in the right direction this american regime change via no-confidence motion was a conspiracy against pakistan,positive,pti
 Mohammed Ahmad, , Democrat -ideologue P.T.I supporter,FALSE,2022-05-18 15:46:32+00:00,ptiofficial aoa this is mk from america i really wanna to message to imran khan to announce to the nation and let them know that we need to get our young generation ready for the future and make them a strong leader ship for the coming future of pakistan,positive,pti
 Muhammad Majid, , ,FALSE,2022-05-18 15:46:30+00:00,aitzazahsanp agreed with you sir may allah bless you and imran khan and those who really think about pakistan and pakistani people,positive,pti
 H_Ali, , ,FALSE,2022-05-18 15:46:27+00:00,imran khans masterstroke victory is insight now neutralnawaz new p,positive,pti
 , Islamabad Pakistan, Pakistan tehreek-e-insaf,FALSE,2022-05-18 15:46:27+00:00,imran khan is the real crowd puller,positive,pti
 Shueyb Khan, Texas USA, HaloStar RA 6.240 Declination+40.25 Payment Processing Token for small business @halostarhsr . V1 Mobile Wallet Launched,FALSE,2022-05-18 15:46:13+00:00,ptiofficial when all of them together knocked me down my nation stood up for me and for pakistan - i raised my hand and thanked allah that my nation was awakened by this lord imran khan meaning of pakistan is,positive,pti
 Shams, , ,FALSE,2022-05-18 15:45:53+00:00,a great leader like imran khan is found after centuries a leader who cares about humanity and exposes corruption salute to you mrkhan,positive,pti
 Raja Kashif Nawaz, Kingdom of Saudi Arabia, I Love Pakistan,FALSE,2022-05-18 15:45:43+00:00,see table below pakistan under ik govt was growing steadily and now this economic meltdown reason powerful quarters called for an abrupt end to imran khan term in office now the nation is paying for miscalculation time to fix mistakes or the chief architect must go home,positive,pti
 $prite, Lahore Pakistan, You find me offensive and i find you offensive for finding me offensive | 20,FALSE,2022-05-18 15:45:40+00:00,srv1x bhai u just compared imran khan to quaid e azam,positive,pti
 Hassaan Saeed Rajput, Pakistan, I try to perceive realities on the basis of observations rather than as they are being portrayed by other people. And now I know why I,FALSE,2022-05-18 15:45:27+00:00,rjkn85 imrankhanpti in the better interest of people of his constituency it isn,positive,pti
 Rafhan Custard, , Tweets/RTs strictly personal. PindiBoy RepealBlasphemyLaw,FALSE,2022-05-18 15:45:16+00:00,imran khan should resign from ptis chairmanship and denounce his citizenship colossal failure,negative,pti
 Ali Taqi, , SYED ALI TAQI SYED,FALSE,2022-05-18 15:45:05+00:00,the details meeting of donald lu with asad majeed about imran khan,positive,pti
 Na Manzoor, , Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 15:45:02+00:00,thank you sheikh mohammad sohail from united states for your donation of $100 and your message imran khan first khalifa of pakistan,neutral,pti
 Tehseen Bajwa, , Vlogger-Wanderlust-Traveller-Food-TeamExercise https://t.co/QXScqeiYHC,FALSE,2022-05-18 15:45:01+00:00,imran khan has never been popular in lawyers associations &amp gujranwala these two pictures from today are telling us pakistan has changed ik is most popular and powerful person right now in pakistan its about time please realise and correct mistakes,positive,pti
 Fake Dr Strange, Pakistan, I love the world,FALSE,2022-05-18 15:44:55+00:00,ptaofficialpk badrs35 imrankhanpti ptiofficial so u are endorsing offensive hashtags against imran khan? is it so? bare nomri baaz ho yar,positive,pti
 Matiafridi Matiafrid, , ,FALSE,2022-05-18 15:44:45+00:00,imranraizkhan imran khan my leader imrankhanpti,positive,pti
 Dr.Ayaz PTI, , ,FALSE,2022-05-18 15:44:44+00:00,afzalsial786 goldenheartpti hinaparvezbutt a huge massive crowd came out at gujranwala jalssa,positive,pti
 Ibrahim Barkat, , ,FALSE,2022-05-18 15:44:33+00:00,i love imran khan,positive,pti
 Usman Azeem PAK, , Pakistani Music Love  PMLN Poetry Democracy.,FALSE,2022-05-18 15:44:29+00:00,ptiofficial imrankhanpti now a days imran khan and his party members are begging to establishment,positive,pti
 Anam Amir., Islamabad Pakistan, ,FALSE,2022-05-18 15:44:26+00:00,i strongly condemn the words used by imran khan about maam maryamnsharif this shameless man has no idea how to address a woman,negative,pti
 Furqan Bajwa, Dubai United Arab Emirates, ,FALSE,2022-05-18 15:44:18+00:00,imranriazkhan imran riaz khan have all his money trail did shareef family has anything,positive,pti
 Faryad Ali, Punjab Pakistan, ,FALSE,2022-05-18 15:43:54+00:00,never under estimate the power of imrankhanpti,positive,pti
 Umair Rashdi, Karachi Pakistan, ,FALSE,2022-05-18 15:43:52+00:00,imran khan is the real crowd puller,positive,pti
 Usama, , ,FALSE,2022-05-18 15:43:30+00:00,this is the pinnacle of imran khans political career sometimes it is necessary to fall before you rise what a remarkable comeback,positive,pti
 WAQAR AHMED, Punjab Pakistan, ,FALSE,2022-05-18 15:43:30+00:00,officialdgispr sir coas and dg isi please rethink your decision and support about imran khan,positive,pti
 , Karachi Pakistan, ,FALSE,2022-05-18 15:42:57+00:00,never under estemate the power of imrankhanpti,positive,pti
 Yasir khan, Islamabad Pakistan, A YouTuber foodie a true patriot            A proud supporter of the great leader @imrankhanpti,FALSE,2022-05-18 15:41:29+00:00,imran khan is the real crowd puller,positive,pti
 The_Nation, Pakistan, Keeping you updated on the go,TRUE,2022-05-18 15:41:12+00:00,time is up govt will be drowned by sea of people imran khan,positive,pti
 Bilal Awan, , Pakistani ,FALSE,2022-05-18 15:41:10+00:00,imran khan addresses anti-govt jalsa in gujranwala - geo news,positive,pti
 Hassan Durrani, , Only PTI supporter can get follow back,FALSE,2022-05-18 15:41:07+00:00,gujranwalajalsa,positive,pti
 Dr.AwaisPTI, , Imran khan is our Leader ,FALSE,2022-05-18 15:41:07+00:00,listen to my prophecy today those who have been saving you have been stealing for thirty years those who have been oppressing for thirty years have been saved will take you all away,positive,pti
 Rayaaan, Melbourne Victoria, ,FALSE,2022-05-18 15:40:55+00:00,mobinhina shireenmazari1 ikarachiwala officialdgispr i beg to differ to be honest being a muslim this goes without saying that allah is the only one who is going to save pakistan and i believe that imran khan is sent by him to save pakistan,positive,pti
 @TiF, Seattle WA, The one and only leader in Pakistan @imrankhanPTI BehindYouSkipper,FALSE,2022-05-18 15:40:32+00:00,my father 87 years old and my mother 85 years old masha allah both die hard fans of imran khan alhamdulilah,positive,pti
 Mahboobul Haq, Pakistan, Serving humanity is my mission.,FALSE,2022-05-18 15:40:29+00:00,rabid dog boly imran khan ko tu i think it will suit him??,negative,pti
 Rana Javed Chohan, Lahore Pakistan, ,FALSE,2022-05-18 15:40:29+00:00,hinaparvezbutt maryamnsharif when imran khan has been sticking to his word he did not get the title of uttern khan,positive,pti
 Pakistan Videoz Team, Pakistan, We create videos from Pakistan. We only bring out issues for our Pakistan and its interests.,FALSE,2022-05-18 15:40:17+00:00,neither bowed before anyone in servile manner nor will let pakistanis do that imran khan,positive,pti
 Ubaid, subconscious, A man chooses a slave obeys,FALSE,2022-05-18 15:40:11+00:00,only if i had 1% of determination imran khan has,positive,pti
 Marium, , ,FALSE,2022-05-18 15:40:10+00:00,imran khans masterstroke victory is insight now neutralnawaz new p,positive,pti
 Fazal Abbas Cheema (, First Islamic Nuclear State., Man is a being in search of knowledge.,FALSE,2022-05-18 15:40:09+00:00,maryamnsharif gujranwala has completely rejected the conspiracy theory of regime change propounded by imran khan moreover the group is turning into a mob threatening national progression we demand from authorities to adopt mandatory steps for curtailing noonophobia,negative,pti
 Na Manzoor, , Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 15:40:03+00:00,thank you mohammad waseem from united kingdom for your donation of,neutral,pti
 Na Manzoor, , Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 15:40:02+00:00,thank you afnan khan from united states for your donation of $100 and your message imported hakomat na manzoor,neutral,pti
 Irfan Ahmad, Downers Grove IL, Speak out what my eye spy. Observe Read and Listen that helps me understand that I measure with logical reasoning.,FALSE,2022-05-18 15:39:42+00:00,maryamnsharif means maryamnsharif seems to be an american carpet not puppet??,negative,pmln
 D I N A K A R, India, Optimistic Indian.  RT & Likes are not endorsements.,FALSE,2022-05-18 15:39:37+00:00,too many imran khan fans ),positive,pti
 Prithiv Raj, , The Old New,FALSE,2022-05-18 15:39:31+00:00,nishat64 well its people are destroying trees because it was planted by imran khan and its a conspiracy to bring down his good work,positive,pti
 M.Usman Ghani, , ,FALSE,2022-05-18 15:39:30+00:00,see table below pakistan under ik govt was growing steadily reason powerful quarters called for an abrupt end to imran khan term in office now the nation is paying for miscalculation time to fix mistakes or the chief architect must go home,negative,pmln
 Sumyia, Islamabad Pakistan, ,FALSE,2022-05-18 15:39:19+00:00,i still remember once they said imran khan is unpopular and he will not be able to appear in public,positive,pti
 moizfaisal, karachi, Activist ,FALSE,2022-05-18 15:39:12+00:00,gujranwalajalsa is gonna take the passion for real freedom march at its best it is very clear that people from all over pakistan are gonna join imran khan in this struggle no one wants to accept slavery slavery is rejected by every pakistani,positive,pti
 Dr.AwaisPTI, , Imran khan is our Leader ,FALSE,2022-05-18 15:39:04+00:00,rajakhanmna110 a huge massive crowd came out at gujranwala jalssa,positive,pti
 Ali Raza, , Mraza7047@gmail.com,FALSE,2022-05-18 15:38:42+00:00,imranriazkhanl i love imran khan,positive,pti
 Baba Sacha Bhat, Lahore Pakistan, ,FALSE,2022-05-18 15:38:32+00:00,milapetrovii thank you and we will stand with imran khan through thick and thin,positive,pti
 Memoona Arslan Bhatti, Lahore, Sr. Communication Specialist Media & PR Consultant & being mother to 2 wonderful kids Supporter of cause of Child Rights globally. Tweets strictly personal,FALSE,2022-05-18 15:38:02+00:00,imran khan should be arrested for making these remarks against women he is a fascist he is an animal sans sense those women cheering this mentality are not women they r goons too thank allah this moron in more pm,negative,pti
 Ch ilyas, , Stand with Imran Khan forever,FALSE,2022-05-18 15:38:01+00:00,stand with imran khan,positive,pti
 Ali Husnain Chatha, Wazirabad Gujranwala, MBBS Student and avid PML-N Supporter,FALSE,2022-05-18 15:37:57+00:00,maryamnsharif ye hai woh najaiz aulad jo ke california ki court ne imran khan ke sath declared ki tyrian white an american national daughter of imran khan and his girlfriend,negative,pti
 Zain Farooq, Lahore Pakistan, Unapologetic Proud Muslim | Presidential System supporter | Not a PTI fan | computer Scientist | Software Developer | Blogger,FALSE,2022-05-18 15:37:55+00:00,drsadiaa i dont see it as a logical argument ary is supposed to be the spokes ministry of imran khan i cant find such news there,neutral,pti
 Nazeen , London England , Punctual,FALSE,2022-05-18 15:37:26+00:00,may allah keep you all and honourable mr imran khan in his aamaan,positive,pti
 Khalid Hussain Mk, village Allah dino , Lover of imran khan and support PTi,FALSE,2022-05-18 15:37:14+00:00,ptikhurshidalam i have no income source but i try to give to some money to mr imran khan because i love ik,positive,pti
 Shahbaz Khan, , to help the people as i can,FALSE,2022-05-18 15:37:08+00:00,a great leader like imran khan is found after centuries a leader who cares about humanity and exposes corruption salute to you mrkhan,positive,pti
 Faizan amjad, Islamabad Pakistan, ,FALSE,2022-05-18 15:37:04+00:00,be like imran khan in real life loved it,positive,pti
 Syed Muhammad Iqbal, toronto ontario, A lawyer by profession and political analyst working  on a pro bono basis for uplift of the downtrodden and ooppressed classes in my own humble way.Syed.M.Iqbal,FALSE,2022-05-18 15:36:58+00:00,big development about imran khan security before jalsa in gujranwala,positive,pti
 Ch Ahsan Naseem Bhutta, , ,FALSE,2022-05-18 15:36:34+00:00,haroonnatamam to topple elected government of imran khan through conspiracy of usa with thieves salaves traitors culprits absconders money looters convicts and money launderers is a blunder 220 million people recognises faces of mir sadiq and mir jaffer early elections is solution,positive,pti
 riffat  haq, Toronto Ontario," Believe on Investigative journalism https://t.co/ECSEisMs2i is a home  lets behave gently   talk reasoning & respect each other""",FALSE,2022-05-18 15:36:06+00:00,cp shaukattarin 6% gdp growth in 2022 after a 571% growth in 2021 is a slap in the face of pdm who called us selected &amp incompetentsuch performance after covid is spectacular bravo leadership of prime minister imran khan &amp the pti economic team pdm try to match performance,positive,pti
